city_id,city_name,state,city_label,agency_type,latitude,longitude,population
NC0130200,Kannapolis,NC,"Kannapolis, NC",City,35.4979605,-80.6240008,61883
NC0320100,Durham,NC,"Durham, NC",City,35.996653,-78.9018053,307140
NC0330100,Rocky Mount,NC,"Rocky Mount, NC",City,35.9423833,-77.7956949,54581
NC0340000,Forsyth,NC,"Forsyth, NC",County,36.1476399,-80.2415712,114329
NC0360600,Gastonia,NC,"Gastonia, NC",City,35.2622654,-81.1838186,86826
NC0410000,Guilford,NC,"Guilford, NC",County,36.0875688,-79.7888515,132642
NC0410300,High Point,NC,"High Point, NC",City,35.9556924,-80.0053176,119581
NC0490000,Iredell,NC,"Iredell, NC",County,35.8101636,-80.8805593,120444
NC0490100,Mooresville,NC,"Mooresville, NC",City,35.5848596,-80.8100724,53489
NC0510000,Johnston,NC,"Johnston, NC",County,35.5285816,-78.3768021,188715
NC0600100,Charlotte,NC,"Charlotte, NC",City,35.2272086,-80.8430827,1035037
NC0600600,Huntersville,NC,"Huntersville, NC",City,35.4108278,-80.8429304,68534
NC0650000,New Hanover,NC,"New Hanover, NC",County,34.2751052,-77.8818627,108399
NC0650200,Wilmington,NC,"Wilmington, NC",City,34.2352853,-77.9487284,127752
NC0670000,Onslow,NC,"Onslow, NC",County,34.6927161,-77.3865474,130093
NC0680100,Chapel Hill,NC,"Chapel Hill, NC",City,35.9131542,-79.05578,65938
NC0740300,Greenville,NC,"Greenville, NC",City,35.613224,-77.3724593,96214
NC0920000,Wake,NC,"Wake, NC",County,35.7979355,-78.6118311,193737
NC0920100,Raleigh,NC,"Raleigh, NC",City,35.7803977,-78.6390989,508719
NC0920200,Apex,NC,"Apex, NC",City,35.7325352,-78.8505516,78938
NC0920300,Cary,NC,"Cary, NC",City,35.7882893,-78.7812081,184680
NC0920700,Wake Forest,NC,"Wake Forest, NC",City,35.9803138,-78.5103731,58676
ND0080100,Bismarck,ND,"Bismarck, ND",City,46.808327,-100.783739,78814
ND0090200,Fargo,ND,"Fargo, ND",City,46.877229,-96.789821,138990
ND0180100,Grand Forks,ND,"Grand Forks, ND",City,47.9252104,-97.0306325,60024
NH0063400,Manchester,NH,"Manchester, NH",City,42.9956397,-71.4547891,116606
NJ0041200,Cherry Hill Township,NJ,"Cherry Hill Township, NJ",City,39.9348351,-75.0307264,80020
NJ0070200,Bloomfield,NJ,"Bloomfield, NJ",City,40.7934789,-74.1979277,56009
NJ0090500,Hoboken,NJ,"Hoboken, NJ",City,40.7433066,-74.0323752,58889
NJ0090600,Jersey City,NJ,"Jersey City, NJ",City,40.7215682,-74.047455,305249
NJ0090800,North Bergen Township,NJ,"North Bergen Township, NJ",City,40.2869637,-74.41158,61290
NJ0091200,West New York,NJ,"West New York, NJ",City,40.7856117,-74.0093129,53036
NJ0160200,Clifton,NJ,"Clifton, NJ",City,40.8584328,-74.1637553,90406
NJ0160800,Paterson,NJ,"Paterson, NJ",City,40.9167654,-74.171811,160567
NJ0161400,Wayne Township,NJ,"Wayne Township, NJ",City,40.9018775,-74.2633633,53903
NJ0200400,Elizabeth,NJ,"Elizabeth, NJ",City,40.6639916,-74.2107006,141194
NJNPD0000,Newark,NJ,"Newark, NJ",City,40.735657,-74.1723667,318638
NM0010100,Albuquerque,NM,"Albuquerque, NM",City,35.0841034,-106.650985,559192
NV0020100,Las Vegas,NV,"Las Vegas, NV",City,36.1674263,-115.1484131,1712136
NV0020300,Henderson,NV,"Henderson, NV",City,36.0319602,-114.9822716,358366
NV0160000,Washoe,NV,"Washoe, NV",County,40.5849048,-119.6131606,110297
NV0160200,Sparks,NV,"Sparks, NV",City,39.5404679,-119.7487235,112191
NY0010100,Albany,NY,"Albany, NY",City,42.6511674,-73.754968,102009
NY0270100,Rochester,NY,"Rochester, NY",City,43.157285,-77.615214,206391
NY0290600,Hempstead Village,NY,"Hempstead Village, NY",City,40.6818205,-73.6230681,59748
NY0303000,New York City,NY,"New York City, NY",City,40.7127281,-74.0060152,8496850
NY0320200,Utica,NY,"Utica, NY",City,43.1009031,-75.2326641,63288
NY0450000,Saratoga,NY,"Saratoga, NY",County,43.0833231,-73.8712155,185003
NY0460100,Schenectady,NY,"Schenectady, NY",City,42.8142432,-73.9395687,69786
NY0590400,New Rochelle,NY,"New Rochelle, NY",City,40.9115386,-73.7826363,86892
OH0090200,Hamilton,OH,"Hamilton, OH",City,39.2085354,-84.5501874,64088
OH0091500,West Chester Township,OH,"West Chester Township, OH",City,39.3359319,-84.4155616,64911
OH0250300,Dublin,OH,"Dublin, OH",City,40.0996009,-83.1135563,49484
OH0314200,Colerain Township,OH,"Colerain Township, OH",City,39.2584995,-84.6329262,59366
OH0314400,Green Township,OH,"Green Township, OH",City,39.1648093,-84.6536214,60370
OH0470400,Elyria,OH,"Elyria, OH",City,41.3673191,-82.1073583,53836
OH0470500,Lorain,OH,"Lorain, OH",City,41.2633554,-82.1734746,65882
OH0570200,Dayton,OH,"Dayton, OH",City,39.7589478,-84.1916069,136047
OH0760000,Stark,OH,"Stark, OH",County,40.7214654,-81.4399734,112595
OH0760400,Canton,OH,"Canton, OH",City,40.7985464,-81.3749508,68866
OH0770100,Akron,OH,"Akron, OH",City,41.083064,-81.518485,189545
OHCIP0000,Cincinnati,OH,"Cincinnati, OH",City,39.1012809,-84.5127405,316260
OHCLP0000,Cleveland,OH,"Cleveland, OH",City,41.4996574,-81.6936772,363659
OHCOP0000,Columbus,OH,"Columbus, OH",City,39.9622601,-83.0007065,940106
OK0140100,Moore,OK,"Moore, OK",City,35.3383254,-97.4867045,64044
OK0550300,Edmond,OK,"Edmond, OK",City,35.6571367,-97.4649038,100144
OK0550400,Midwest City,OK,"Midwest City, OK",City,35.4495097,-97.3967025,58515
OK0550600,Oklahoma City,OK,"Oklahoma City, OK",City,35.4729886,-97.5170536,720580
OK0720100,Broken Arrow,OK,"Broken Arrow, OK",City,36.0525993,-95.7908195,125062
OR0020100,Corvallis,OR,"Corvallis, OR",City,44.5645659,-123.2620435,62971
OR0030000,Clackamas,OR,"Clackamas, OR",County,45.1608821,-122.2305038,245076
OR0090100,Bend,OR,"Bend, OR",City,44.0581728,-121.3153096,108819
OR0150400,Medford,OR,"Medford, OR",City,42.3264181,-122.8718605,86298
OR0220100,Albany,OR,"Albany, OR",City,44.6365071,-123.1059324,57315
OR0240200,Salem,OR,"Salem, OR",City,44.9391565,-123.033121,181534
OR0260100,Gresham,OR,"Gresham, OR",City,45.4978623,-122.4329883,110776
OR0260200,Portland,OR,"Portland, OR",City,45.5202471,-122.674194,631483
OR0340000,Washington,OR,"Washington, OR",County,45.5601883,-123.0587907,244106
OR0340100,Beaverton,OR,"Beaverton, OR",City,45.4871723,-122.80378,98494
OR0340300,Hillsboro,OR,"Hillsboro, OR",City,45.5228939,-122.989827,111167
OR0340400,Tigard,OR,"Tigard, OR",City,45.4307473,-122.771933,57885
PA0061400,Reading,PA,"Reading, PA",City,40.335345,-75.9279495,99299
PA0090100,Bensalem,PA,"Bensalem, PA",City,40.1045549,-74.951279,63183
PA0140300,State College,PA,"State College, PA",City,40.7944504,-77.8616386,57940
PA0220200,Harrisburg,PA,"Harrisburg, PA",City,40.2663107,-76.8861122,50789
PA0220400,Lower Paxton,PA,"Lower Paxton, PA",City,40.3364576,-76.7987828,55909
PA0231400,Haverford,PA,"Haverford, PA",City,40.0129191,-75.2966948,51486
PA0233700,Upper Darby,PA,"Upper Darby, PA",City,39.9283632,-75.2737099,86160
PA0250200,Erie,PA,"Erie, PA",City,42.1294712,-80.0852695,92461
PA0250300,Millcreek,PA,"Millcreek, PA",City,42.1009734,-80.020827,52826
PA0350400,Scranton,PA,"Scranton, PA",City,41.4086874,-75.6621294,75837
PA0360500,Lancaster,PA,"Lancaster, PA",City,40.0379958,-76.3056707,58569
PA0390100,Allentown,PA,"Allentown, PA",City,40.6022552,-75.4716115,127494
PA0460100,Abington,PA,"Abington, PA",City,40.114354,-75.1216878,59217
PA0461400,Lower Merion,PA,"Lower Merion, PA",City,40.0175203,-75.3191122,64974
PA0480300,Bethlehem,PA,"Bethlehem, PA",City,40.6178915,-75.3786521,80424
PAPEP0000,Philadelphia,PA,"Philadelphia, PA",City,39.9527237,-75.1635262,1562379
PAPPD0000,Pittsburgh,PA,"Pittsburgh, PA",City,40.4406968,-80.0025666,306794
RI0020300,Warwick,RI,"Warwick, RI",City,41.6992717,-71.4586114,83590
RI0040200,Cranston,RI,"Cranston, RI",City,41.779588,-71.4366813,84734
RI0040800,Pawtucket,RI,"Pawtucket, RI",City,41.8789531,-71.3821203,77252
SC0020000,Aiken,SC,"Aiken, SC",County,33.5723191,-81.6182086,113812
SC0040000,Anderson,SC,"Anderson, SC",County,34.5258335,-82.652962,174915
SC0070000,Beaufort,SC,"Beaufort, SC",County,32.3850708,-80.6923169,135071
SC0080000,Berkeley,SC,"Berkeley, SC",County,33.1595951,-79.9070461,155402
SC0100100,Charleston,SC,"Charleston, SC",City,32.7884363,-79.9399309,159360
SC0100300,Mount Pleasant,SC,"Mount Pleasant, SC",City,32.7940651,-79.8625851,96727
SC0100800,North Charleston,SC,"North Charleston, SC",City,32.8546197,-79.9748103,128751
SC0230000,Greenville,SC,"Greenville, SC",County,34.8550021,-82.3356457,390870
SC0230200,Greenville,SC,"Greenville, SC",City,34.851354,-82.3984882,75127
SC0260400,Horry,SC,"Horry, SC",County,33.9204504,-78.9578973,326262
SC0290000,Lancaster,SC,"Lancaster, SC",County,34.6628067,-80.700546,106128
SC0320000,Lexington,SC,"Lexington, SC",County,33.8986841,-81.275054,238755
SC0460300,Rock Hill,SC,"Rock Hill, SC",City,34.9248667,-81.0250784,76087
TN0190100,Nashville,TN,"Nashville, TN",City,36.1622767,-86.7742984,718499
TN0330000,Hamilton,TN,"Hamilton, TN",County,35.1755638,-85.1940792,127498
TN0330100,Chattanooga,TN,"Chattanooga, TN",City,35.0457219,-85.3094883,193881
TN0470000,Knox,TN,"Knox, TN",County,35.9859998,-83.9375598,313481
TN0470100,Knoxville,TN,"Knoxville, TN",City,35.9603948,-83.9210261,200645
TN0570100,Jackson,TN,"Jackson, TN",City,35.6144446,-88.8177418,69583
TN0600300,Spring Hill,TN,"Spring Hill, TN",City,35.751179,-86.9300023,61615
TN0630100,Clarksville,TN,"Clarksville, TN",City,36.5277607,-87.3588703,190532
TN0750000,Rutherford,TN,"Rutherford, TN",County,35.8563421,-86.4205249,108849
TN0750100,Murfreesboro,TN,"Murfreesboro, TN",City,35.8460396,-86.3921096,172248
TN0750200,Smyrna,TN,"Smyrna, TN",City,35.9824598,-86.5199492,62133
TN0790000,Shelby,TN,"Shelby, TN",County,35.1782557,-89.8739775,140049
TN0790100,Collierville,TN,"Collierville, TN",City,35.042036,-89.6645266,52107
TN0790600,Bartlett,TN,"Bartlett, TN",City,35.2045329,-89.8739753,56471
TN0820200,Kingsport,TN,"Kingsport, TN",City,36.550238,-82.5594293,57516
TN0830400,Hendersonville,TN,"Hendersonville, TN",City,36.3049177,-86.621443,64413
TN0900100,Johnson City,TN,"Johnson City, TN",City,36.3167671,-82.352903,74280
TN0940100,Franklin,TN,"Franklin, TN",City,35.925206,-86.8689419,90436
TNMPD0000,Memphis,TN,"Memphis, TN",City,35.146026,-90.0517786,606629
TX0150000,Bexar,TX,"Bexar, TX",County,29.4263987,-98.5104781,426744
TX0200000,Brazoria,TX,"Brazoria, TX",County,29.18161,-95.4993375,143180
TX0201000,Pearland,TX,"Pearland, TX",City,29.5639758,-95.2864299,130539
TX0210200,College Station,TX,"College Station, TX",City,30.6183939,-96.3455991,129902
TX0310000,Cameron,TX,"Cameron, TX",County,26.1291189,-97.4134281,95770
TX0310100,Brownsville,TX,"Brownsville, TX",City,25.9024289,-97.4981698,193321
TX0310300,Harlingen,TX,"Harlingen, TX",City,26.1907543,-97.6960599,72282
TX0430000,Collin,TX,"Collin, TX",County,33.1609629,-96.6060984,95732
TX0430100,Allen,TX,"Allen, TX",City,33.1031744,-96.6705503,115905
TX0430400,Frisco,TX,"Frisco, TX",City,33.1505998,-96.8238183,244103
TX0430500,Mckinney,TX,"Mckinney, TX",City,33.1976496,-96.6154471,235731
TX0430600,Plano,TX,"Plano, TX",City,33.0136764,-96.6925096,295030
TX0430800,Wylie,TX,"Wylie, TX",City,33.0151561,-96.5388038,64291
TX0460000,Comal,TX,"Comal, TX",County,29.7979704,-98.2690787,99619
TX0460100,New Braunfels,TX,"New Braunfels, TX",City,29.7028266,-98.1257348,123668
TX0570400,Carrollton,TX,"Carrollton, TX",City,32.9515472,-96.9034244,135908
TX0570800,Desoto,TX,"Desoto, TX",City,32.5897831,-96.857018299999993,56851
TX0571100,Garland,TX,"Garland, TX",City,32.912624,-96.6388833,251332
TX0571200,Grand Prairie,TX,"Grand Prairie, TX",City,32.7459645,-96.9977846,210147
TX0571500,Irving,TX,"Irving, TX",City,32.8295183,-96.9442177,258220
TX0571800,Mesquite,TX,"Mesquite, TX",City,32.7666103,-96.599472,150193
TX0572000,Richardson,TX,"Richardson, TX",City,32.9481789,-96.7297206,117915
TX0573300,Rowlett,TX,"Rowlett, TX",City,32.9029017,-96.56388,69502
TX0610000,Denton,TX,"Denton, TX",County,33.1838787,-97.1413417,151930
TX0610600,Lewisville,TX,"Lewisville, TX",City,33.046233,-96.994174,138488
TX0611200,Flower Mound,TX,"Flower Mound, TX",City,33.0283854,-97.0867203,80891
TX0611300,Little Elm,TX,"Little Elm, TX",City,33.1626194,-96.9375051,65337
TX0680200,Odessa,TX,"Odessa, TX",City,31.8457149,-102.367687,121009
TX0710000,El Paso,TX,"El Paso, TX",County,31.8072184,-106.2230394,111217
TX0710200,El Paso,TX,"El Paso, TX",City,31.7601001,-106.4870476,682310
TX0790000,Fort Bend,TX,"Fort Bend, TX",County,29.511218,-95.7807348,637444
TX0790100,Missouri City,TX,"Missouri City, TX",City,29.6185669,-95.5377215,79654
TX0790500,Sugar Land,TX,"Sugar Land, TX",City,29.6196787,-95.6349463,109606
TX0840400,Galveston,TX,"Galveston, TX",City,29.3872254,-94.992736,53510
TX0840800,League City,TX,"League City, TX",City,29.5074538,-95.0949303,119427
TX0840900,Texas City,TX,"Texas City, TX",City,29.396013,-94.9175485,59365
TX0920500,Longview,TX,"Longview, TX",City,32.5007031,-94.74049,84150
TX1010100,Baytown,TX,"Baytown, TX",City,29.7355047,-94.9774274,86149
TX1011500,Pasadena,TX,"Pasadena, TX",City,29.6910753,-95.2092076,149168
TX1050000,Hays,TX,"Hays, TX",County,30.0447901,-98.0393127,138997
TX1050100,San Marcos,TX,"San Marcos, TX",City,29.8826436,-97.9405828,75924
TX1050700,Kyle,TX,"Kyle, TX",City,29.9892928,-97.8772103,71858
TX1080000,Hidalgo,TX,"Hidalgo, TX",County,26.3530256,-98.216445,260330
TX1080400,Edinburg,TX,"Edinburg, TX",City,26.3013982,-98.1624501,110822
TX1080800,McAllen,TX,"McAllen, TX",City,26.204114,-98.2300605,150422
TX1081100,Pharr,TX,"Pharr, TX",City,26.1947962,-98.1836216,81470
TX1230100,Beaumont,TX,"Beaumont, TX",City,30.0829344,-94.0984277,112404
TX1230700,Port Arthur,TX,"Port Arthur, TX",City,29.8716577,-93.9332302,55747
TX1260200,Burleson,TX,"Burleson, TX",City,30.4764878,-96.6353488,58540
TX1290000,Kaufman,TX,"Kaufman, TX",County,32.601641,-96.3375126,117526
TX1520200,Lubbock,TX,"Lubbock, TX",City,33.5855677,-101.8470215,275713
TX1551200,Waco,TX,"Waco, TX",City,31.5491899,-97.1474628,148165
TX1650100,Midland,TX,"Midland, TX",City,31.83688,-102.0103767,146444
TX1700100,Conroe,TX,"Conroe, TX",City,30.3118769,-95.4560512,121302
TX1840000,Parker,TX,"Parker, TX",County,32.7772598,-97.8045599,121108
TX1990100,Rockwall,TX,"Rockwall, TX",City,32.8923464,-96.4066987,55108
TX2120000,Smith,TX,"Smith, TX",County,32.3402898,-95.2563971,112051
TX2120400,Tyler,TX,"Tyler, TX",City,32.3512601,-95.3010624,113759
TX2200100,Arlington,TX,"Arlington, TX",City,32.7355816,-97.1071186,406035
TX2200900,Euless,TX,"Euless, TX",City,32.8370727,-97.0819541,59746
TX2201200,Fort Worth,TX,"Fort Worth, TX",City,32.753177,-97.3327459,1030410
TX2201300,Grapevine,TX,"Grapevine, TX",City,32.9337381,-97.0788754,51460
TX2202000,Mansfield,TX,"Mansfield, TX",City,32.563487,-97.1420308,82937
TX2202100,North Richland Hills,TX,"North Richland Hills, TX",City,32.8342952,-97.2289029,71725
TX2210100,Abilene,TX,"Abilene, TX",City,32.44645,-99.7475905,131854
TX2260100,San Angelo,TX,"San Angelo, TX",City,31.4649685,-100.4405094,100184
TX2270000,Travis,TX,"Travis, TX",County,30.2878569,-97.7561392,288003
TX2270100,Austin,TX,"Austin, TX",City,30.2711286,-97.7436995,1000639
TX2270900,Pflugerville,TX,"Pflugerville, TX",City,30.4393696,-97.6200043,67159
TX2350100,Victoria,TX,"Victoria, TX",City,28.8026443,-96.9766308,66142
TX2400100,Laredo,TX,"Laredo, TX",City,27.5079211,-99.5069834,262723
TX2430500,Wichita Falls,TX,"Wichita Falls, TX",City,33.9004572,-98.5020777,102345
TX2460000,Williamson,TX,"Williamson, TX",County,30.6580927,-97.6041649,194532
TX2460200,Georgetown,TX,"Georgetown, TX",City,30.6370152,-97.6775634,111743
TX2460900,Cedar Park,TX,"Cedar Park, TX",City,30.5217116,-97.827833,78469
TX2461700,Leander,TX,"Leander, TX",City,30.5736134,-97.8567339,95840
TXDPD0000,Dallas,TX,"Dallas, TX",City,32.7762719,-96.7968559,1331217
TXHPD0000,Houston,TX,"Houston, TX",City,29.7589382,-95.3676974,2413559
TXSPD0000,San Antonio,TX,"San Antonio, TX",City,29.4246002,-98.4951405,1549306
UT0030100,Logan,UT,"Logan, UT",City,41.7313063,-111.834914,57792
UT0060300,Layton,UT,"Layton, UT",City,41.0751048,-111.9741925,84936
UT0180500,Sandy,UT,"Sandy, UT",City,40.5710454,-111.8953815,91841
UT0180600,West Jordan,UT,"West Jordan, UT",City,40.6061337,-111.9395211,116603
UT0181200,Draper,UT,"Draper, UT",City,40.5247777,-111.8627989,49977
UT0181800,South Jordan,UT,"South Jordan, UT",City,40.5584882,-111.9367107,88346
UT0182500,West Valley,UT,"West Valley, UT",City,36.5403117,-114.4443529,137688
UT0250300,Orem,UT,"Orem, UT",City,40.2981599,-111.6944313,96209
UT0252200,Saratoga Springs,UT,"Saratoga Springs, UT",City,40.3862792,-111.9130188,63550
UT0270100,St. George,UT,"St. George, UT",City,37.1098772,-113.5832063,109020
UT0290100,Ogden,UT,"Ogden, UT",City,41.2230048,-111.9738429,89001
VA0020300,Albemarle,VA,"Albemarle, VA",County,38.0085107,-78.6086754,118847
VA0070100,Arlington,VA,"Arlington, VA",County,38.8769326,-77.0893094,240716
VA0210100,Chesterfield,VA,"Chesterfield, VA",County,37.3859982,-77.578509,397206
VA0420000,Hanover,VA,"Hanover, VA",County,37.744783,-77.4464165,108941
VA0430100,Henrico,VA,"Henrico, VA",County,37.5131191,-77.3465081,340544
VA0530000,Loudoun,VA,"Loudoun, VA",County,39.0984586,-77.6705008,390033
VA0890000,Stafford,VA,"Stafford, VA",County,38.4167265,-77.4579783,172285
VA0990000,Alexandria,VA,"Alexandria, VA",City,38.8051095,-77.0470229,159534
VA1030000,Chesapeake,VA,"Chesapeake, VA",City,36.7168315,-76.2494453,257012
VA1120000,Harrisonburg,VA,"Harrisonburg, VA",City,38.4493315,-78.8688833,51165
VA1140000,Lynchburg,VA,"Lynchburg, VA",City,37.4137536,-79.1422464,80846
VA1170000,Norfolk,VA,"Norfolk, VA",City,36.8493695,-76.2899539,230068
VA1200000,Portsmouth,VA,"Portsmouth, VA",City,36.8320081,-76.297699,96362
VA1220000,Richmond,VA,"Richmond, VA",City,37.5385087,-77.43428,235995
VA1230000,Roanoke,VA,"Roanoke, VA",City,37.270973,-79.9414313,97682
VA1270000,Suffolk,VA,"Suffolk, VA",City,36.7281341,-76.5834683,105574
VA1280000,Virginia Beach,VA,"Virginia Beach, VA",City,36.8496579,-75.9760751,454805
VT0040100,Burlington,VT,"Burlington, VT",City,44.4761601,-73.212906,44354
WA0030200,Richland,WA,"Richland, WA",City,46.2804298,-119.275205,65273
WA0171200,Redmond,WA,"Redmond, WA",City,47.6694141,-122.1238767,84564
WA0270300,Tacoma,WA,"Tacoma, WA",City,47.2455013,-122.438329,230369
WA0310300,Everett,WA,"Everett, WA",City,47.9793437,-122.2127011,113547
WA0340000,Thurston,WA,"Thurston, WA",County,46.9319983,-122.8855155,146249
WA0370100,Bellingham,WA,"Bellingham, WA",City,48.7544012,-122.478836,96902
WA0390500,Yakima,WA,"Yakima, WA",City,46.601557,-120.510842,97467
WASPD0000,Seattle,WA,"Seattle, WA",City,47.6038321,-122.330062,791503
WI0050200,Green Bay,WI,"Green Bay, WI",City,44.5126379,-88.0125794,106069
WI0130100,Madison,WI,"Madison, WI",City,43.07469,-89.3841663,287992
WI0180100,Eau Claire,WI,"Eau Claire, WI",City,44.811349,-91.4984941,73060
WI0300100,Kenosha,WI,"Kenosha, WI",City,42.5846773,-87.8212263,99483
WI0320100,La Crosse,WI,"La Crosse, WI",City,43.8122836,-91.2514355,50663
WI0411600,West Allis,WI,"West Allis, WI",City,43.0166806,-88.0070315,59618
WI0450100,Appleton,WI,"Appleton, WI",City,44.2613967,-88.4069744,75283
WI0520200,Racine,WI,"Racine, WI",City,42.7313756,-87.7834769,78032
WI0540200,Janesville,WI,"Janesville, WI",City,42.6829765,-89.0226793,66624
WI0680500,Waukesha,WI,"Waukesha, WI",City,43.0622536,-88.3123889,71542
WI0710300,Oshkosh,WI,"Oshkosh, WI",City,44.0206919,-88.5408574,67327
WIMPD0000,Milwaukee,WI,"Milwaukee, WI",City,43.0386475,-87.9090751,559717
WY0110100,Cheyenne,WY,"Cheyenne, WY",City,41.139981,-104.820246,65811
